sentences	labels
Didn’t break rules. Had permission. A liar.	0
did you see the response i typed you are too much fun sometimes	0
"BUT there's a saying you are what you eat"" i aint wanna be a loose chicken i wanna be loose to ma daddy """	0
I also need to address this question: Why did President Trump hire two lawyers that would hire Robert Mueller when they did not have to? MAGA	0
You are so beautiful♡	0
Crush antifa. That is all.	0
I'm honestly not surprised coming from the school you are in. Why would you be vaping. I noticed they like to accuse you of a lot of stupid stuff but don't let it get to you.	1
Has the FBI interviewed Kaine about his son's ties to Antifa?	0
Sorry but antifascists and left leaning people need guns for defence unlike what some liberal pundits are propagating with their gun abolition rhetoric. I used to support gun control but I don’t trust leaving the state to have even more power over the majority worker class. Also	0
School food ass anyways	0
is internet banking down today. I’ve tried logging on several times but it keeps telling me I’ve either been logged off and gives me a number or it says you are experiencing technical difficulties...	0
As if Politically Correct Speech and gun control laws are not attacks on the Constitution! Your hypocrisy is showing.	1
You are a wonderful asset and a great influence!	0
I said it yesterday. He is literally a walking embalment.	0
Tell us how you really feel about America Bill Maher MAGA VoteRed	0
Fuck yeah you are!!!!	1
Here’s some more of what my opponent is “resisting.” Are you better off today than you were 2 years ago? NJ12 MAGA WalkAway URL	0
Whoever put this together thank you !!!! I loved watching and the little circle on 18 made it so much better. You are really awesome Jude Thaddeus Wolfe! So fun to watch. Proud of you Boochi!	0
He is right.	0
-found out there's more gun control you can't do mass murder in schools or theatres on Oct 21 has anyone done this joke yet	1
Thank god conservatives aren't as dismissive. Never hear to them resorting to calling people snowflakes or using terms like SJW to discredit people.	0
Are you saying they’ll become another victim of the Clinton’s?	1
Keep your mind open. conservatives republican MAGA Shadowbanning AmericaFirst Trump Patriot WalkAway WalkAwayFromDemocrats FakeNews URL	0
Typically liberals jump to conclusions.....they dont believe in due process or innocent until proven guilty.....they are the most ANTI AMERICAN bunch	1
He is a RiNO! Like McCain was. Why he is unelectable in Arizona .	0
Get shit poppin	1
FINALLY HOLY SHIT YOU ARE FINALLY READING THE GOAT	1
Convincing conservatives (loosely defined) to have this change of mindset is definitively crucial to win. And the change will come regardless anyway...it's just a matter of it it will come before it's already too late.	0
Just had a discussion with a friend who works with families on the verge of eviction. She is expecting an increase in the coming months due to days out of work and money spent on hurricane supplies. TheStruggleIsReal	0
This just proves that liberals have no shame whatsoever. He’s a deceiver and a proven liar. Has the nerve to speak of “casting a shadow.”	1
"Serena is a bully. She threatened to shove a ball down the throat of a line judge in the 09 US Open. She was 2 points away from losing in the semifinals when she dbl faulted. She went ballistic and was penalized a point. She lost the match due to her threats. She's a bully"""	1
7. You both don’t live to impress people but you are comfortable in your skins and still bring out the best in each other. AdamandEve	0
This is not conservative. What has happened to our party ? Lost the plot.	0
bE CARRFUL HE IS SMOL	0
Aww... he is such a busy monster.	1
is trying too hard to create a racist agenda.	0
"Probably worth noting that the vast majority of the privileged voters"" she is so nauseated by are overwhelmingly Seattle liberals...Guess they just aren't pure enough for some..."""	0
Disgusting of the Dallas PD to try and find any reason to try and drag this man through the mud just say they can save one of their own when she is 100% in the wrong	1
as of right now my only solid position is that the NRA has become far too influential in politics and as a result they have delayed the desire for gun control for about 20 years.	1
And all they have to do is say a half hearted apology and it all goes away. But let a conservative say anything close and they are ruined for life. These mentally deranged Liberals are totally disgusting jerks!	1
Gun Control means using both hands. And in this case means acquiring the correct target. You can’t fix stupid.	1
He looks like he’s been sucking on a lemon before he goes into those hearings.	1
Not saying he was bad. I was only pointing out how this relates to Antifa	0
You are .......	0
Morals? You mean like aborting an infant? Falsely accusing people? Antifa violence? Censoring free speech on campuses? Looting? Lying as you fill the Deep State? Those morals?	1
Could anyone expect anything less from a fool like j rubin? Incompetent hair on fire libs cost people their lives and blame it Pres. Trump.	1
I know a man who went to prison at 18 for killing a cow. (He took the hind quarter home) He was given 5yr. He is over 50. Why should he not be able to vote. Don't talk pardon. They are seldom given.	0
That said. You are right about those who do put themselves forward to read the job description.	0
As we should declare ANTIFA a terrorists group and investigate all of it's members.	0
Whatever your missing my point which is that he is not even reached his ceiling and not good enough for him he’s better than 7th best in the lg	0
Liberals always play victim. URL	0
&amp; until now my granny is still kinda mean at times.. (she's a very nice person tbh but a bit mean..) ummm maybe thats how she is..	0
"No, no. Olivia is fine. Infact, she is here with me. You have a meeting today to discuss and approve of a new project."" He replied to him honestly, Faith tilted her head to the side as she frowned a little in curiosity as she listened in on the phone call."""	0
That's the problem with conservatives. They mix up etiquette and talent. Both in moderation.	0
You are low class asshole. You wear your suits and talk about the 1% or call us deplorable all while you sit behind your antifa and hate filled lying son of a bitch party and call yourself honorable. At least my pappy would be proud of me for being a man and standing true.	1
Kirk Douglas you are not.	0
"Wasnt it just recently that john brown gun club got kicked out of a shooting range for being antifa""?"""	0
Did you serve? You rate at bottom of the barrel pal. MAGA. Go President Trump.	0
